"","family","genus","species","binomial","P50","P12","P88","Ks","location","country","lat","lon","mat","biome","site_name","map","map_jan","map_feb","map_mar","map_apr","map_may","map_jun","map_jul","map_aug","map_sep","map_oct","map_nov","map_dec","map_cru","id","a_m","sd_map","log_P50","log_Ks","latlon"
"1066","Fagaceae","Quercus","rubra","Quercus rubra",-1.61,-0.1,-3.1,1.33,"Duke Forest, North Carolina","USA",36.017,-78.983,15,"TMS","USA_Nc_DukeForest_3",1220,102,101,110,86,114,105,119,119,95,90,88,91,1103,1071,10.04,0.0097633510281754,-0.476234178996372,0.285178942233662,"36.017-78.983"
"1068","Fagaceae","Quercus","stellata","Quercus stellata",-1.44,-0.7,-2.2,0.81,"Fort Bragg, North Carolina","USA",35.171,-79.382,NA,"TMS","USA_Nc_Bragg",1190,92,99,106,82,94,117,140,125,93,85,72,83,1190,1073,15.76,0.0166339476791623,-0.364643113587909,-0.210721031315653,"35.171-79.382"
"1069","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum",NA,NA,NA,0.41,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1074,NA,0.0662669583149081,NA,-0.891598119283784,"-15.933-47.883"
"1070","Clusiaceae","Kielmeyera","coriacea","Kielmeyera coriacea",NA,NA,NA,0.93,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1075,11.5,0.0662669583149081,NA,-0.0725706928348354,"-15.933-47.883"
"1071","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",-1.72,-0.21,-4.08,2.28,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1076,NA,0.0662669583149081,-0.542324290825362,0.824175442966349,"-15.933-47.883"
"1075","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense",-1.48,-0.46,-4.02,2.67,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1080,NA,0.0662669583149081,-0.392042087776024,0.982078472412158,"-15.933-47.883"
"1079","Ochnaceae","Ouratea","hexasperma","Ouratea hexasperma",-1.48,-0.3,-4.6,0.96,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1084,9.7,0.0662669583149081,-0.392042087776024,-0.0408219945202552,"-15.933-47.883"
"1083","Vochysiaceae","Qualea","parviflora","Qualea parviflora",-1.65,NA,-5.1,0.94,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1088,10.4,0.0662669583149081,-0.500775287912489,-0.0618754037180875,"-15.933-47.883"
"1087","Araliaceae","Schefflera","macrocarpa","Schefflera macrocarpa",-1.72,-0.27,-3.95,2.14,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1092,16.3,0.0662669583149081,-0.542324290825362,0.76080582903376,"-15.933-47.883"
"1094","Fabaceae","Adesmia","boronioides","Adesmia boronioides",NA,NA,NA,0.33,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,1099,NA,0.0639639681415004,NA,-1.10866262452161,"-46.517-71.05"
"1095","Berberidaceae","Berberis","heterophylla","Berberis heterophylla",NA,NA,NA,0.067,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,1100,NA,0.0639639681415004,NA,-2.70306265959117,"-46.517-71.05"
"1096","Euphorbiaceae","Colliguaja","integerrima","Colliguaja integerrima",NA,NA,NA,0.43,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,1101,NA,0.0639639681415004,NA,-0.843970070294529,"-46.517-71.05"
"1097","Solanaceae","Lycium","chilense","Lycium chilense",NA,NA,NA,0.266,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,1102,NA,0.0639639681415004,NA,-1.32425897020044,"-46.517-71.05"
"1098","Apiaceae","Mulinum","spinosum","Mulinum spinosum",NA,NA,NA,0.51,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,1103,NA,0.0639639681415004,NA,-0.673344553263766,"-46.517-71.05"
"1099","Anacardiaceae","Schinus","johnstonii","Schinus johnstonii",NA,NA,NA,0.185,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,1104,NA,0.0639639681415004,NA,-1.68739945390381,"-46.517-71.05"
"1100","Asteraceae","Senecio","filaginoides","Senecio filaginoides",NA,NA,NA,0.38,"Patagonian steppe","Argentina",-46.517,-71.05,9,"DES","AR_Patagonia",188,5,3,9,16,34,28,35,26,15,7,5,5,216,1105,NA,0.0639639681415004,NA,-0.967584026261706,"-46.517-71.05"
"1101","Rhamnaceae","Ceanothus","crassifolius","Ceanothus crassifolius",-7.3,-1.43,-11.3,NA,"San Gabriel Mountains, California","USA",34.267,-118.15,NA,"WDS","USA_Ca_SanGabriel",1200,245,202,179,103,31,10,16,22,25,28,157,179,371,1106,NA,0.072812479678759,-1.98787434815435,NA,"34.267-118.15"
"1102","Rhamnaceae","Ceanothus","cuneatus","Ceanothus cuneatus",-9.5,-1.24,-12.3,NA,"Santa Monica Mountains, California, Chaparral","USA",34.083,-118.683,NA,"WDS","USA_Ca_SantaMonica_1",766,178,144,114,66,11,4,4,6,10,16,107,107,380,1107,NA,0.0827449300147455,-2.2512917986065,NA,"34.083-118.683"
"1103","Rhamnaceae","Ceanothus","leucodermis","Ceanothus leucodermis",-4.7,-0.759,-6.41,NA,"San Gabriel Mountains, California","USA",34.267,-118.15,NA,"WDS","USA_Ca_SanGabriel",1200,245,202,179,103,31,10,16,22,25,28,157,179,371,1108,NA,0.072812479678759,-1.54756250871601,NA,"34.267-118.15"
"1104","Rhamnaceae","Ceanothus","megacarpus","Ceanothus megacarpus",-11,-5.46,-13.6,NA,"Pepperdine, California","USA",34.0416666666667,-118.708333333333,NA,"WDS","",403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,NA,NA,-2.39789527279837,NA,"34.0416666666667-118.708333333333"
"1105","Rhamnaceae","Ceanothus","oliganthus","Ceanothus oliganthus",-6.2,-1.73,-7.82,NA,"Santa Monica Mountains, California","USA",34.083,-118.683,NA,"WDS","USA_Ca_SantaMonica_1",766,178,144,114,66,11,4,4,6,10,16,107,107,380,1110,NA,0.0827449300147455,-1.82454929205105,NA,"34.083-118.683"
"1106","Rhamnaceae","Ceanothus","spinosus","Ceanothus spinosus",-7.2,-2.19,-9.01,NA,"Pepperdine, California","USA",34.0416666666667,-118.708333333333,NA,"WDS","",403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,-1.97408102602201,NA,"34.0416666666667-118.708333333333"
"1114","Cactaceae","Pereskia","guamacho","Pereskia guamacho",NA,-0.75,-3.25,0.97,"Venezuela's Pataguana peninsula","Venezuela",11.783,-70.133,NA,"TRS","VE_Pataguana",500,34,17,11,21,30,25,33,32,50,89,92,66,418,1119,NA,0.0541132370519675,NA,-0.0304592074847086,"11.783-70.133"
"1115","Cactaceae","Pereskia","diaz-romeroana","Pereskia diaz-romeroana",NA,NA,NA,1.69,"Bolivia","Bolivia",-18.101,-64.456,NA,"TRS","BO_1",482,94,87,64,24,12,8,7,11,13,23,51,86,501,1120,NA,0.0711854940277843,NA,0.524728528934982,"-18.101-64.456"
"1116","Cactaceae","Pereskia","guamacho","Pereskia guamacho",NA,NA,NA,1.03,"Venezuela","Venezuela",11.93,-69.96,NA,"TRS","VE",638,56,28,16,18,34,17,27,24,68,122,119,110,444,1121,NA,0.065128516797062,NA,0.0295588022415444,"11.93-69.96"
"1117","Cactaceae","Pereskia","marcanoi","Pereskia marcanoi",NA,NA,NA,2.06,"Dominican Republic","Dominican Republic",19.09,-71.68,NA,"TRS","DO_1",1559,23,29,45,141,219,185,158,207,228,200,83,41,1639,1122,NA,0.0516378973379839,NA,0.72270598280149,"19.09-71.68"
"1118","Cactaceae","Pereskia","portulacifolia","Pereskia portulacifolia",NA,NA,NA,2.69,"Dominican Republic","Dominican Republic",18.617,-70.24,NA,"TRS","DO_3",955,38,36,33,66,147,94,107,98,113,119,66,37,1583,1123,NA,0.04054865430457,NA,0.989541193613748,"18.617-70.24"
"1119","Cactaceae","Pereskia","quisqueyana","Pereskia quisqueyana",NA,NA,NA,1.76,"Dominican Republic","Dominican Republic",18.42,-71.76,NA,"TRS","DO_2",662,39,22,24,61,112,40,32,73,79,108,51,22,1269,1124,NA,0.048110925536397,NA,0.56531380905006,"18.42-71.76"
"1120","Cactaceae","Pereskia","sacharosa","Pereskia sacharosa",NA,NA,NA,2.01,"Bolivia","Bolivia",-18.274,-64.158,NA,"TRS","BO_2",533,95,83,68,35,16,15,9,13,18,28,54,99,667,1125,NA,0.0636113238751157,NA,0.698134722070984,"-18.274-64.158"
"1121","Cactaceae","Pereskia","weberiana","Pereskia weberiana",NA,NA,NA,1.91,"Bolivia","Bolivia",-16.541,-67.391,NA,"TRS","BO_3",1433,204,218,176,99,45,30,28,48,93,108,134,251,996,1126,NA,0.0539874088217404,NA,0.647103242058538,"-16.541-67.391"
"1122","Cupressaceae","Austrocedrus","chilensis","Austrocedrus chilensis",-2.19,-0.545,-3.93,4.34,"Melequina (Bariloche)","Argentina",-40.05,-71.167,NA,"TMS","AR_Melequina ",684,15,21,38,56,91,122,128,84,50,29,26,24,1433,1127,NA,0.058239806358635,-0.783901543828409,1.46787434811231,"-40.05-71.167"
"1123","Cupressaceae","Austrocedrus","chilensis","Austrocedrus chilensis",-2.13,-0.545,-3.93,7.79,"Alicura (Bariloche)","Argentina",-40.65,-71.017,NA,"TMS","AR_Alicura",400,11,12,23,29,58,74,68,49,29,17,16,15,921,1128,NA,0.0569634884391003,-0.756121979721334,2.05284085988266,"-40.65-71.017"
"1124","Cupressaceae","Austrocedrus","chilensis","Austrocedrus chilensis",-2.07,-0.545,-3.93,7.2,"Llao Llao (Bariloche)","Argentina",-41.05,-71.533,NA,"TMS","AR_LlaoLlao",1500,48,61,101,125,95,99,291,257,160,103,87,75,1396,1129,NA,0.0503762276253821,-0.727548607277278,1.97408102602201,"-41.05-71.533"
"1125","Fabaceae","Hymenaea","martiana","Hymenaea martiana",-2.8,NA,NA,2.94,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1130,NA,0.0662669583149081,-1.02961941718116,1.07840958135059,"-15.933-47.883"
"1126","Fabaceae","Hymenaea","stigonocarpa","Hymenaea stigonocarpa",-3.17,NA,NA,3.59,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1131,NA,0.0662669583149081,-1.15373158788919,1.27815220250019,"-15.933-47.883"
"1127","Melastomataceae","Miconia","cuspidata","Miconia cuspidata",-3.4,NA,NA,5.37,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1132,NA,0.0662669583149081,-1.22377543162212,1.68082790852077,"-15.933-47.883"
"1128","Melastomataceae","Miconia","pohliana","Miconia pohliana",-3.1,NA,NA,4.73,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1133,NA,0.0662669583149081,-1.1314021114911,1.55392520250384,"-15.933-47.883"
"1129","Myrsinaceae","Myrsine","ferruginea","Myrsine ferruginea",-3.08,NA,NA,3.25,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1134,NA,0.0662669583149081,-1.12492959698548,1.17865499634165,"-15.933-47.883"
"1130","Myrsinaceae","Myrsine","guianensis","Myrsine guianensis",-2.12,NA,NA,2,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1135,NA,0.0662669583149081,-0.751416088683921,0.693147180559945,"-15.933-47.883"
"1131","Styracaceae","Styrax","ferrugineus","Styrax ferrugineus",-3.35,NA,NA,2.59,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1136,NA,0.0662669583149081,-1.20896034583698,0.951657875711446,"-15.933-47.883"
"1132","Styracaceae","Styrax","pohlii","Styrax pohlii",-2,NA,NA,3.45,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1137,NA,0.0662669583149081,-0.693147180559945,1.23837423104327,"-15.933-47.883"
"1133","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",-1.5,NA,NA,1.62,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1138,NA,0.0662669583149081,-0.405465108108164,0.482426149244293,"-15.933-47.883"
"1134","Symplocaceae","Symplocos","mosenii","Symplocos mosenii",-1.6,NA,NA,4.78,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1139,NA,0.0662669583149081,-0.470003629245736,1.56444054650336,"-15.933-47.883"
"1135","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle",NA,NA,NA,0.67,"Byscaine National Park","USA",25.55,-80.217,25,"TRS","USA_Fl_Biscayne",1200,61,56,53,68,150,201,119,144,178,144,78,43,1294,1140,NA,0.0454279014924389,NA,-0.400477566597125,"25.55-80.217"
"1136","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle",NA,NA,NA,0.18,"Byscaine National Park","USA",25.55,-80.217,25,"TRS","USA_Fl_Biscayne",1200,61,56,53,68,150,201,119,144,178,144,78,43,1294,1141,NA,0.0454279014924389,NA,-1.71479842809193,"25.55-80.217"
"1142","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora",NA,NA,NA,NA,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1147,11.9,0.0662669583149081,NA,NA,"-15.933-47.883"
"1149","Fabaceae","Sclerolobium","paniculatum","Sclerolobium paniculatum",NA,NA,NA,NA,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1154,13.7,0.0662669583149081,NA,NA,"-15.933-47.883"
"1151","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum",NA,NA,NA,4.02,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1156,NA,0.0662669583149081,NA,1.39128190263093,"-15.933-47.883"
"1152","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum",NA,NA,NA,3.55,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1157,NA,0.0662669583149081,NA,1.26694760348732,"-15.933-47.883"
"1153","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum",NA,NA,NA,1.56,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1158,NA,0.0662669583149081,NA,0.444685821261446,"-15.933-47.883"
"1155","Fabaceae","Dalbergia","miscolobium","Dalbergia miscolobium",NA,NA,NA,NA,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1160,9.8,0.0662669583149081,NA,NA,"-15.933-47.883"
"1157","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens",NA,NA,NA,2.67,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1162,NA,0.0662669583149081,NA,0.982078472412158,"-15.933-47.883"
"1158","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens",NA,NA,NA,4.33,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1163,NA,0.0662669583149081,NA,1.4655675420144,"-15.933-47.883"
"1159","Malvaceae","Eriotheca","pubescens","Eriotheca pubescens",NA,NA,NA,4.21,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1164,NA,0.0662669583149081,NA,1.43746264769429,"-15.933-47.883"
"1160","Nyctaginaceae","Guapira","areolata","Guapira areolata",NA,NA,NA,8.1,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1165,NA,0.0662669583149081,NA,2.09186406167839,"-15.933-47.883"
"1161","Nyctaginaceae","Guapira","noxia","Guapira noxia",NA,NA,NA,4.8,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1166,NA,0.0662669583149081,NA,1.56861591791385,"-15.933-47.883"
"1162","Nyctaginaceae","Guapira","noxia","Guapira noxia",NA,NA,NA,3.7,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1167,NA,0.0662669583149081,NA,1.30833281965018,"-15.933-47.883"
"1163","Nyctaginaceae","Guapira","noxia","Guapira noxia",NA,NA,NA,2.56,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1168,NA,0.0662669583149081,NA,0.940007258491471,"-15.933-47.883"
"1164","Meliaceae","Guarea","guidonia","Guarea guidonia",NA,NA,NA,7.7,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1169,NA,0.0662669583149081,NA,2.04122032885964,"-15.933-47.883"
"1165","Burseraceae","Protium","sp","Protium sp",NA,NA,NA,7.4,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1170,NA,0.0662669583149081,NA,2.00148000021012,"-15.933-47.883"
"1166","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora",NA,NA,NA,2.05,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1171,11.9,0.0662669583149081,NA,0.717839793150317,"-15.933-47.883"
"1167","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora",NA,NA,NA,2.22,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1172,NA,0.0662669583149081,NA,0.797507195884188,"-15.933-47.883"
"1168","Vochysiaceae","Qualea","grandiflora","Qualea grandiflora",NA,NA,NA,0.99,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1173,NA,0.0662669583149081,NA,-0.0100503358535015,"-15.933-47.883"
"1169","Dilleniaceae","Curatella","americana","Curatella americana",-1.48,-0.46,-2.17,NA,"Estado Aragua","Venezuela",9.917,-66.917,25.6,"TRS","VE_Aragua",1276,16,8,12,39,134,228,216,223,155,126,83,36,1170,1174,NA,0.0671319421755647,-0.392042087776024,NA,"9.917-66.917"
"1170","Boraginaceae","Bourreria","cumanensis","Bourreria cumanensis",-3.82,-1.15,NA,0.41,"Estado Miranda","Venezuela",10.25,-67.05,24.6,"TRS","VE_Miranda",900,19,11,13,28,96,156,145,125,106,96,67,39,1067,1175,NA,0.058458419678227,-1.34025042261848,-0.891598119283784,"10.25-67.05"
"1171","Capparaceae","Capparis","aristiguetae","Capparis aristiguetae",-2.45,-0.541,-6.05,0.105,"Estado Miranda","Venezuela",10.25,-67.05,24.6,"TRS","VE_Miranda",900,19,11,13,28,96,156,145,125,106,96,67,39,1067,1176,NA,0.058458419678227,-0.896088024556636,-2.25379492882461,"10.25-67.05"
"1172","Fabaceae","Coursetia","arborea","Coursetia arborea",-2.42,-0.48,-6.05,1.26,"Estado Miranda","Venezuela",10.25,-67.05,24.6,"TRS","VE_Miranda",900,19,11,13,28,96,156,145,125,106,96,67,39,1067,1177,NA,0.058458419678227,-0.883767540168595,0.231111720963387,"10.25-67.05"
"1173","Fabaceae","Lonchocarpus","dipteroneurus","Lonchocarpus dipteroneurus",-1.77,-0.375,-5.11,0.98,"Estado Miranda","Venezuela",10.25,-67.05,24.6,"TRS","VE_Miranda",900,19,11,13,28,96,156,145,125,106,96,67,39,1067,1178,NA,0.058458419678227,-0.570979546585738,-0.0202027073175195,"10.25-67.05"
"1174","Capparaceae","Morisonia","americana","Morisonia americana",-2.39,-1.09,-6.16,0.14,"Estado Miranda","Venezuela",10.25,-67.05,24.6,"TRS","VE_Miranda",900,19,11,13,28,96,156,145,125,106,96,67,39,1067,1179,NA,0.058458419678227,-0.871293365943419,-1.96611285637283,"10.25-67.05"
"1175","Fabaceae","Pithecellobium","dulce","Pithecellobium dulce",-1.65,-0.53,-6.01,0.54,"Estado Miranda","Venezuela",10.25,-67.05,24.6,"TRS","VE_Miranda",900,19,11,13,28,96,156,145,125,106,96,67,39,1067,1180,NA,0.058458419678227,-0.500775287912489,-0.616186139423817,"10.25-67.05"
"1176","Fabaceae","Sclerolobium","paniculatum","Sclerolobium paniculatum",-3.2,-2.79,-3.55,3.6,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1181,14.2,0.0662669583149081,-1.16315080980568,1.28093384546206,"-15.933-47.883"
"1177","Fabaceae","Sclerolobium","paniculatum","Sclerolobium paniculatum",-3.4,-2.61,-4.51,6,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1182,14.8,0.0662669583149081,-1.22377543162212,1.79175946922805,"-15.933-47.883"
"1178","Fabaceae","Sclerolobium","paniculatum","Sclerolobium paniculatum",-3.4,-3.09,-3.65,4.2,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1183,16.2,0.0662669583149081,-1.22377543162212,1.43508452528932,"-15.933-47.883"
"1179","Fabaceae","Sclerolobium","paniculatum","Sclerolobium paniculatum",-3.6,-3.09,-5.23,NA,"IBGE Ecological Reserve","Brasil",-15.933,-47.883,21,"TRS","BR_IBGE",1500,235,207,193,115,32,8,9,11,44,158,226,261,1554,1184,18.7,0.0662669583149081,-1.28093384546206,NA,"-15.933-47.883"
"1181","Rhamnaceae","Ceanothus","crassifolius","Ceanothus crassifolius",-7.3,-6.59,-11.5,NA,"Malibu Forestry Unit of Los Angeles County, California","USA",34.083,-118.7,NA,"WDS","USA_Ca_Malibu_2",454,99,95,73,29,4,1,0,3,6,10,69,65,380,1186,NA,0.0865085168821838,-1.98787434815435,NA,"34.083-118.7"
"1182","Cactaceae","Pereskia","guamacho","Pereskia guamacho",NA,-0.75,-3.25,0.885,"Venezuela's Pataguana peninsula","Venezuela",11.783,-70.133,NA,"TRS","VE_Pataguana",500,34,17,11,21,30,25,33,32,50,89,92,66,418,1187,NA,0.0541132370519675,NA,-0.122167633974208,"11.783-70.133"
"1183","Euphorbiaceae","Aleurites","moluccana","Aleurites moluccana",-2.17,-0.59,-3.74,3.57,"Xishuangbanna Tropical Botanical Garden","China",21.683,101.417,21.7,"TRS","CN_Xishuangbanna",1560,17,25,27,64,162,184,284,279,253,145,86,35,1697,1188,11.79,0.0655235613639694,-0.774727167552368,1.27256559579155,"21.683101.417"
"1184","Euphorbiaceae","Bischofia","javanica","Bischofia javanica",-1.27,-0.1,-2.4,6.16,"Xishuangbanna Tropical Botanical Garden","China",21.683,101.417,21.7,"TRS","CN_Xishuangbanna",1560,17,25,27,64,162,184,284,279,253,145,86,35,1697,1189,14.35,0.0655235613639694,-0.2390169004705,1.81807677754543,"21.683101.417"
"1185","Euphorbiaceae","Codiaeum","variegatum","Codiaeum variegatum",-2.23,-1.2,-3.27,0.86,"Xishuangbanna Tropical Botanical Garden","China",21.683,101.417,21.7,"TRS","CN_Xishuangbanna",1560,17,25,27,64,162,184,284,279,253,145,86,35,1697,1190,7.22,0.0655235613639694,-0.802001585472027,-0.150822889734584,"21.683101.417"
"1186","Euphorbiaceae","Drypetes","indica","Drypetes indica",-2.32,-0.64,-4,0.6,"Xishuangbanna Tropical Botanical Garden","China",21.683,101.417,21.7,"TRS","CN_Xishuangbanna",1560,17,25,27,64,162,184,284,279,253,145,86,35,1697,1191,4.29,0.0655235613639694,-0.841567185678219,-0.510825623765991,"21.683101.417"
"1187","Euphorbiaceae","Hevea","brasiliensis","Hevea brasiliensis",-1.27,-0.16,-2.38,4.38,"Xishuangbanna Tropical Botanical Garden","China",21.683,101.417,21.7,"TRS","CN_Xishuangbanna",1560,17,25,27,64,162,184,284,279,253,145,86,35,1697,1192,14.18,0.0655235613639694,-0.2390169004705,1.47704872438835,"21.683101.417"
"1188","Euphorbiaceae","Macaranga","denticulata","Macaranga denticulata",-1.14,-0.42,-1.86,4.41,"Xishuangbanna Tropical Botanical Garden","China",21.683,101.417,21.7,"TRS","CN_Xishuangbanna",1560,17,25,27,64,162,184,284,279,253,145,86,35,1697,1193,16.72,0.0655235613639694,-0.131028262406404,1.48387468945875,"21.683101.417"
"1190","Fabaceae","Acacia","constricta","Acacia constricta",NA,NA,-3.97,2.71,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,1195,NA,0.0652282303782713,NA,0.99694863489161,"32.013-110.629"
"1191","Fabaceae","Acacia","greggii","Acacia greggii",-0.881,NA,-4.06,3.88,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,1196,NA,0.0652282303782713,0.126697653045958,1.35583515363518,"32.013-110.629"
"1193","Asteraceae","Baccharis","salicifolia","Baccharis salicifolia",-2.68,-0.857,-3.71,0.65,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,1198,NA,0.0652282303782713,-0.985816794522765,-0.430782916092454,"32.013-110.629"
